pid,age,handedness,bid,BOXED.rcs.overall,FLANKER.rcs.overall,BRT.rt_mean.correct,BRT.rt_mean.correct.dominant,BRT.rt_mean.correct.nondominant,BACKWARDSSPATIALSPAN.object_count_span.overall
wpi3173047339k17v58,19,RIGHT,wpi3173047339k17v58.session0,1.2546404509830882,2.3670793882010197,272.0357142857143,267.6666666666667,277.0769230769231,8
wpi317r260913860u89,21,RIGHT,wpi317r260913860u89.session0,1.189512465099374,2.2537562604340566,334.58620689655174,321.26666666666665,348.85714285714283,7
wpi3172z609y1394122,22,RIGHT,wpi3172z609y1394122.session0,1.3043478260869565,2.1052631578947367,280.5,257.73333333333335,303.26666666666665,6
wpi31726lg255892316,19,RIGHT,wpi31726lg255892316.session0,1.0610755061330164,2.582439411998411,243.25925925925927,230.58333333333334,253.4,7
wpi3172v60918i15228,21,RIGHT,wpi3172v60918i15228.session0,0.9458500827618822,1.905568494600889,362.17241379310343,335.6,390.64285714285717,7
wpi317fz27817412137,18,RIGHT,wpi317fz27817412137.session0,1.0499790004199916,1.8092343320306847,295.1,273.4,316.8,7
wpi317260916jq52858,26,RIGHT,wpi317260916jq52858.session0,0.9367450574372628,1.8703690381986908,319.5,313.46666666666664,325.53333333333336,7
wpi317268466260j2r8,21,RIGHT,wpi317268466260j2r8.session0,1.2102731759454277,2.107481559536354,279.43333333333334,268.8666666666667,290,NA
wpi317b2769p3554604,20,LEFT,wpi317b2769p3554604.session0,0.8245849384022743,1.9562382263440081,292.1666666666667,281,303.3333333333333,6
wpi3172607h07554f66,19,RIGHT,wpi3172607h07554f66.session0,1.1509245760761146,1.8869348630085288,291.07142857142856,301.15384615384613,282.3333333333333,6
wpi31a72849t2867197,18,RIGHT,wpi31a72849t2867197.session0,1.380249879004069,1.8823529411764706,287.3448275862069,278.5,295.6,8
wpi3172771m38y19382,19,RIGHT,wpi3172771m38y19382.session0,1.16626076218571,1.8750901485648348,252.16666666666666,228.86666666666667,275.46666666666664,6
wpi31727411001m2j16,18,RIGHT,wpi31727411001m2j16.session0,0.8487114495762178,1.5641619220421696,336.46666666666664,329.73333333333335,343.2,7
wpi3g17a26157102114,18,RIGHT,wpi3g17a26157102114.session0,1.0516926927326704,1.9879251951111765,285.10714285714283,271.42857142857144,298.7857142857143,6
wpi31f72615w9243785,19,RIGHT,wpi31f72615w9243785.session0,1.0453221832300454,2.1954789396649863,239.53333333333333,231.13333333333333,247.93333333333334,7
wpi31n726160893s822,18,RIGHT,wpi31n726160893s822.session0,1.1691999331885754,1.8371961560203505,319.55172413793105,351.07142857142856,290.1333333333333,NA
wpi31726164a2x17277,20,RIGHT,wpi31726164a2x17277.session0,1.3668144461773004,2.0855057351407718,278.26666666666665,251.06666666666666,305.46666666666664,7
wpi317c28236117y670,20,RIGHT,wpi317c28236117y670.session0,1.425891181988743,2.1746134020618557,258.4,232.26666666666668,284.53333333333336,7
wpi31727886g187w667,21,RIGHT,wpi31727886g187w667.session0,1.2269520466241777,1.5824787947841499,333.2857142857143,314.14285714285717,352.42857142857144,5
wpi31mr727904493436,21,LEFT,wpi31mr727904493436.session0,0.8916077421272275,1.8948698154256438,267.26666666666665,253.33333333333334,281.2,6
wpi317338d795604q53,19,RIGHT,wpi317338d795604q53.session0,1.23611304253774,2.036067481093659,289.3666666666667,283.2,295.53333333333336,8
wpi317r27i913234962,20,RIGHT,wpi317r27i913234962.session0,1.5301602641539824,2.2005924672027084,302.3333333333333,298,306.6666666666667,6
wpi3172804d3288r960,19,LEFT,wpi3172804d3288r960.session0,1.325336006660663,2.0771750419429575,277.2,267.6666666666667,286.73333333333335,7
wpi317y28349310y123,18,RIGHT,wpi317y28349310y123.session0,0.681578189497936,1.2310217480508823,500.58620689655174,453.7142857142857,544.3333333333334,7
wpi31728350vw892173,18,RIGHT,wpi31728350vw892173.session0,0.860733344809778,1.2922878109567544,492.48148148148147,493.3076923076923,491.7142857142857,6
wpi31728354q41e2264,18,RIGHT,wpi31728354q41e2264.session0,0.7408474471631716,1.0470360824742269,498.43333333333334,525.6666666666666,471.2,7
wpi3l172r6318006716,20,RIGHT,wpi3l172r6318006716.session0,0.9529254812273681,1.505604193386494,405.53333333333336,391.06666666666666,420,7
wpi3172649rv8916449,19,RIGHT,wpi3172649rv8916449.session0,1.079794008527604,1.84404636459431,362.96296296296293,328.5,400.0769230769231,7
wpi3l1z728059670253,20,RIGHT,wpi3l1z728059670253.session0,1.2653443544278835,2.351301924584168,271.03333333333336,265.46666666666664,276.6,6
wpi3172852o33n06907,20,RIGHT,wpi3172852o33n06907.session0,1.236134153085456,2.0387359836901124,289.17241379310343,288.2857142857143,290,7
wpi317g2632f5360053,20,RIGHT,wpi317g2632f5360053.session0,1.1297192495000228,2.1237864077669903,309.96666666666664,313.26666666666665,306.6666666666667,8
wpi3172694xk1971360,19,RIGHT,wpi3172694xk1971360.session0,1.1714526012255195,2.1047518821338946,288.43333333333334,274.53333333333336,302.3333333333333,7
wpi317a26598735x061,18,RIGHT,wpi317a26598735x061.session0,1.5035735618215897,2.378121284185493,249.44827586206895,248.92857142857142,249.93333333333334,9
wpi3172838877y18g70,19,RIGHT,wpi3172838877y18g70.session0,1.2133640946765787,2.074854361184263,305.56666666666666,286.6666666666667,324.46666666666664,9
wpi317l333w66791027,18,RIGHT,wpi317l333w66791027.session0,1.121321120156111,1.2479408975190935,352.3333333333333,358.0833333333333,347.73333333333335,6
wpi317v2838p9801781,18,RIGHT,wpi317v2838p9801781.session0,1.0097660959729926,2.169921548990152,251.73333333333332,245.53333333333333,257.93333333333334,7
wpi3g17t27787793368,19,RIGHT,wpi3g17t27787793368.session0,1.2096969305956546,2.633889376646181,251.86206896551724,256.8,246.57142857142858,7
wpi317267805g915b58,21,RIGHT,wpi317267805g915b58.session0,1.1996800853105838,1.5152365452606769,280.56666666666666,292.1333333333333,269,7
wpi31727054008s5o20,18,LEFT,wpi31727054008s5o20.session0,1.5202948955578233,2.1761658031088085,250,248.86666666666667,251.13333333333333,6
wpi3s17275723569x62,20,RIGHT,wpi3s17275723569x62.session0,1.235000584121898,1.8999366687777073,250.56666666666666,243.26666666666668,257.8666666666667,9
wpi3ag1728443677168,18,RIGHT,wpi3ag1728443677168.session0,1.0688785326435504,2.2191172844579596,320,317.73333333333335,322.26666666666665,7
wpi317p2780p3812651,18,RIGHT,wpi317p2780p3812651.session0,1.192100763885621,2.076603599446239,283.9,276.73333333333335,291.06666666666666,7
wpi317o2t7806106208,21,RIGHT,wpi317o2t7806106208.session0,1.103896103896104,2.0585544373284534,343.17241379310343,312.26666666666665,376.2857142857143,5
wpi31727d8083o32028,18,LEFT,wpi31727d8083o32028.session0,1.2159776126861446,1.7839766461239053,277.2,270,284.4,7
wpi317v3y3371990034,19,RIGHT,wpi317v3y3371990034.session0,0.9289186369073371,1.8706574024585783,337.76666666666665,323.46666666666664,352.06666666666666,7
wpi317311l7y6206107,20,RIGHT,wpi317311l7y6206107.session0,1.099167542229047,1.9334346084794918,345.2857142857143,332.3333333333333,360.2307692307692,6
wpi3173384212p07g97,21,RIGHT,wpi3173384212p07g97.session0,1.2738167856758404,2.45306160958581,259.7931034482759,237.73333333333332,283.42857142857144,7
wpi31a73135617377r9,20,RIGHT,wpi31a73135617377r9.session0,0.7799596256193797,2.0536893061463988,277.0357142857143,260.38461538461536,291.46666666666664,7
wpi317315r3095952t8,18,RIGHT,wpi317315r3095952t8.session0,1.318757591532188,2.348234475560967,269.4,258.8,280,7
wpi31731f5458p34209,19,RIGHT,wpi31731f5458p34209.session0,1.0662133972031214,1.987311778644042,312.23333333333335,306.53333333333336,317.93333333333334,6
wpi31o73143209872d9,20,RIGHT,wpi31o73143209872d9.session0,1.1260273171302388,1.9722476579559063,364.46666666666664,335.4,393.53333333333336,8
wpi317314372am73802,19,RIGHT,wpi317314372am73802.session0,1.424799103326431,2.0227749475576866,325.8965517241379,353.3333333333333,296.5,NA
wpi3a1732642y125299,20,RIGHT,wpi3a1732642y125299.session0,1.434939828189871,2.084844089920232,267.81481481481484,277.6666666666667,259.93333333333334,7
wpi317x3160226t5193,19,RIGHT,wpi317x3160226t5193.session0,1.1192885617908617,1.9263845889232885,350.6666666666667,374.46666666666664,326.8666666666667,6
wpi317320r6i2708121,18,RIGHT,wpi317320r6i2708121.session0,1.3439375529290476,2.3265475695886995,293.26666666666665,284.4,302.1333333333333,9
wpi3173206398w47m11,19,RIGHT,wpi3173206398w47m11.session0,1.5933715742511152,2.5599016997747284,240.8148148148148,244.92307692307693,237,7
wpi31y7320678d53268,21,RIGHT,wpi31y7320678d53268.session0,1.0276365729005383,1.8400473155023986,299.43333333333334,281,317.8666666666667,7
wpi31m73388k3314411,20,RIGHT,wpi31m73388k3314411.session0,1.4746155466610489,2.119334854907075,242.3793103448276,258.2142857142857,227.6,9
wpi31733s4279i81043,20,RIGHT,wpi31733s4279i81043.session0,1.2852809624183847,1.935583772065655,312.57142857142856,301.38461538461536,322.26666666666665,6
wpi31733q930q733181,20,RIGHT,wpi31733q930q733181.session0,1.2160929635509914,1.7367392720167885,322.23333333333335,308.8666666666667,335.6,8
wpi3173326462d13u77,18,RIGHT,wpi3173326462d13u77.session0,1.289917724166783,2.155172413793103,260.3103448275862,260.64285714285717,260,8
wpi317339h59g133456,20,RIGHT,wpi317339h59g133456.session0,1.0776175913790593,1.7242568452996758,295.1,305.6,284.6,7
wpi317332654d14g296,19,RIGHT,wpi317332654d14g296.session0,1.20560606821721,1.9046223719874003,270.7586206896552,257.14285714285717,283.46666666666664,6
wpi31733u2w71137811,18,RIGHT,wpi31733u2w71137811.session0,1.1754484591403895,2.291242362525458,293.8666666666667,278.8,308.93333333333334,7
wpi3u17338622515k38,19,RIGHT,wpi3u17338622515k38.session0,1.167406023815083,2.0046031628183236,278.8333333333333,288.8,268.8666666666667,7
wpi3y173212t9452591,21,LEFT,wpi3y173212t9452591.session0,1.3551644761268287,2.6908846283215606,265.17391304347825,268.3333333333333,263.14285714285717,7
wpi317321y3145811k6,21,RIGHT,wpi317321y3145811k6.session0,1.1926911883975002,2.301005624680416,227.6551724137931,228.64285714285714,226.73333333333332,8
wpi31k73213q1498455,21,LEFT,wpi31k73213q1498455.session0,1.5091057908737466,2.5581395348837206,234.86363636363637,255,218.08333333333334,8
wpi31x73213187x9598,20,RIGHT,wpi31x73213187x9598.session0,1.1837581890121296,2.4322133141158453,276.44827586206895,243.4,311.85714285714283,7
wpi3k17338l86267235,18,RIGHT,wpi3k17338l86267235.session0,1.15136507736227,2.201027146001467,317.8333333333333,310.1333333333333,325.53333333333336,5
wpi31s73360645119b2,18,RIGHT,wpi31s73360645119b2.session0,0.9604527106830895,1.8299457551794,327.8666666666667,330.06666666666666,325.6666666666667,6
wpi317u3362775s1597,20,RIGHT,wpi317u3362775s1597.session0,1.3215526355535419,2.019691996970462,285.5,242.2,328.8,7
wpi317t3362d7639490,18,RIGHT,wpi317t3362d7639490.session0,0.792613256199368,1.6652275811027508,360.6,353.46666666666664,367.73333333333335,6
wpi3173332672y6n023,18,RIGHT,wpi3173332672y6n023.session0,1.1797283347806853,1.9890206062534808,279.3666666666667,266.6666666666667,292.06666666666666,8
wpi31730773s9u74216,19,LEFT,wpi31730773s9u74216.session0,1.581076363935032,2.1429160141762136,258.93333333333334,265.46666666666664,252.4,7
wpi3172962sm8819197,20,RIGHT,wpi3172962sm8819197.session0,1.3995801259622112,2.3212213195250424,256.35714285714283,279.3076923076923,236.46666666666667,7
wpi3r17296342184t21,18,LEFT,wpi3r17296342184t21.session0,1.168117964744076,1.7750639023004826,314.41379310344826,317.8666666666667,310.7142857142857,7
wpi3e1729696g863534,17,RIGHT,wpi3e1729696g863534.session0,1.1241042294421633,2.0250506262656565,297.2068965517241,271.5,321.2,7
wpi317e29698t050707,18,RIGHT,wpi317e29698t050707.session0,1.2762361381784317,1.8207282913165266,302.8,291.1333333333333,314.46666666666664,8
wpi317304169697kc73,19,RIGHT,wpi317304169697kc73.session0,1.1708675495640892,2.2914368157515064,263.8666666666667,258.8,268.93333333333334,8
wpi3173397014fu5372,19,RIGHT,wpi3173397014fu5372.session0,1.2349817399128455,2.2903453136011276,246.51724137931035,244.14285714285714,248.73333333333332,6
wpi3172x98014y05211,21,RIGHT,wpi3172x98014y05211.session0,1.092260553790286,1.829357529635592,362.8666666666667,347.93333333333334,377.8,7
wpi317298wq09878002,22,RIGHT,wpi317298wq09878002.session0,1.3626194834248524,2.0242914979757085,323.76666666666665,364.33333333333337,283.2,6
wpi3172988g3343a754,18,RIGHT,wpi3172988g3343a754.session0,0.9649702577660277,1.8817398856481147,320.0689655172414,291.57142857142856,346.6666666666667,6
wpi317299576u49a846,20,RIGHT,wpi317299576u49a846.session0,1.4240080052341917,2.1272974812797822,266.1333333333333,254.53333333333333,277.73333333333335,7
wpi3173393nf4907307,19,RIGHT,wpi3173393nf4907307.session0,1.441168104674315,2.1603656003323644,295.3103448275862,286.6,304.64285714285717,6
wpi317337599t288p70,20,RIGHT,wpi317337599t288p70.session0,1.0142952233034328,1.631628490743646,352.86206896551727,355.92857142857144,350,7
wpi31733jd975021963,21,RIGHT,wpi31733jd975021963.session0,1.1559595255815427,2.063679245283019,267.2068965517241,257.14285714285717,276.6,7
wpi31729988o2000s24,20,RIGHT,wpi31729988o2000s24.session0,1.275172231054584,2.171639990348267,282.1333333333333,288.8,275.46666666666664,9
wpi3173015135w700w1,21,RIGHT,wpi3173015135w700w1.session0,1.18122009569378,1.9927407301971392,282.60714285714283,276.07142857142856,289.14285714285717,9
wpi3173t298w6988465,19,RIGHT,wpi3173t298w6988465.session0,1.2416107382550334,2.3109056972713535,245.75,243.26666666666668,248.6153846153846,8
wpi317v33974953s102,19,RIGHT,wpi317v33974953s102.session0,1.0941916659068112,1.6768103341199851,265.6666666666667,278,253.33333333333334,6
wpi31731960a60t8547,21,RIGHT,wpi31731960a60t8547.session0,1.3584097040197447,2.2817544156173413,312.76666666666665,342.26666666666665,283.26666666666665,7
wpi31733439703jd512,22,RIGHT,wpi31733439703jd512.session0,1.2120792353511567,2.34090514999133,290.03333333333336,298.8666666666667,281.2,9
wpi3173378261t12t81,18,LEFT,wpi3173378261t12t81.session0,1.2639455323738582,2.074210647614658,281.62068965517244,285.6,277.35714285714283,8
wpi3173sy1012069050,19,RIGHT,wpi3173sy1012069050.session0,1.0834845990403423,1.7703757130679956,354.53333333333336,332.26666666666665,376.8,8
wpi31m7334o50118906,18,RIGHT,wpi31m7334o50118906.session0,1.081331582606009,2.203225522164449,290.46666666666664,287.6666666666667,293.26666666666665,6
wpi3g173989863s6590,22,LEFT,wpi3g173989863s6590.session0,1.2214386919205904,1.7430946634486457,367.8333333333333,345.73333333333335,389.93333333333334,8
wpi31733458u577z845,19,RIGHT,wpi31733458u577z845.session0,1.096621221102549,2.0926988063866068,296.1,278.8666666666667,313.3333333333333,8
wpi317j337n94165137,21,RIGHT,wpi317j337n94165137.session0,1.3790313683668591,1.898830320522558,270.53333333333336,272.26666666666665,268.8,7
wpi3173a33g60370398,22,RIGHT,wpi3173a33g60370398.session0,1.5720418404982164,2.4465386009423704,266.66666666666663,251.2,282.1333333333333,7
wpi317333444p6c5808,21,LEFT,wpi317333444p6c5808.session0,1.1320244652451594,NA,261.48275862068965,251.2,272.5,7
wpi31p7z30388088692,20,RIGHT,wpi31p7z30388088692.session0,1.1086308409114742,2.098391233387736,329.86206896551727,310.85714285714283,347.6,9
wpi317t3t3168792288,20,RIGHT,wpi317t3t3168792288.session0,1.5118962361741066,2.1576763485477177,332.0689655172414,322.1333333333333,342.7142857142857,8
wpi3j17333574n56747,22,RIGHT,wpi3j17333574n56747.session0,1.398760018146076,2.2580645161290325,313.38461538461536,389.3636363636364,257.6666666666667,8
wpi3t1733358i124889,21,RIGHT,wpi3t1733358i124889.session0,1.2697776218401753,2.122622254877949,299.43333333333334,283.3333333333333,315.53333333333336,6
wpi3e17d33946307041,19,RIGHT,wpi3e17d33946307041.session0,1.2263742605684607,2.0690225937267233,280.7,263.53333333333336,297.8666666666667,8
wpi317400973534p7m5,19,RIGHT,wpi317400973534p7m5.session0,1.3467356299404705,2.02757502027575,283.35714285714283,297.38461538461536,271.2,6
wpi3173835i35u98746,21,RIGHT,wpi3173835i35u98746.session0,1.2011827029690774,2.2604764388801946,263.4,247.8,279,8
wpi31p7s37416877165,22,RIGHT,wpi31p7s37416877165.session0,1.068170017061049,1.7783046828689981,303.93333333333334,336.73333333333335,271.1333333333333,7
wpi31738439f88d6550,18,RIGHT,wpi31738439f88d6550.session0,1.2481832948619305,2.404274265360641,253.9655172413793,252.28571428571428,255.53333333333333,8
wpi31b737573704s770,19,RIGHT,wpi31b737573704s770.session0,0.9760718848235176,1.6872511304582574,316.6333333333333,305.6666666666667,327.6,6
wpi3173c86380422o87,19,RIGHT,wpi3173c86380422o87.session0,1.1986625449498456,2.2191172844579596,261.1333333333333,266.73333333333335,255.53333333333333,7
wpi3v173773897n5407,21,LEFT,wpi3v173773897n5407.session0,1.1166271823271114,2.0106160527585653,339.32142857142856,307.8,375.69230769230774,NA
wpi317d3775808271n5,19,RIGHT,wpi317d3775808271n5.session0,1.0473710985426579,2.109539807797484,311.23333333333335,329,293.46666666666664,5
wpi3173784l01019j50,20,LEFT,wpi3173784l01019j50.session0,1.4488715519643354,2.338760456957812,235.74074074074073,226.84615384615384,244,6
wpi3173784705zg4491,21,LEFT,wpi3173784705zg4491.session0,1.0064792099138202,1.4,343.9,320.06666666666666,367.73333333333335,5
wpi3x17378j52224537,18,RIGHT,wpi3x17378j52224537.session0,1.3203063110641668,2.1576763485477177,278.17241379310343,258.2857142857143,296.73333333333335,7
wpi31v7z37915264250,21,RIGHT,wpi31v7z37915264250.session0,1.6488977231658837,2.540220152413209,273.8095238095238,225.63636363636363,326.8,7
wpi317r3791733751v9,19,RIGHT,wpi317r3791733751v9.session0,1.0257230015052818,1.5203344735841886,323.93333333333334,302.2,345.6666666666667,8
wpi317401dy00849088,19,RIGHT,wpi317401dy00849088.session0,0.8284447628856747,2.0484307557246324,317.9259259259259,314.15384615384613,321.42857142857144,6
wpi317371v44r950061,21,RIGHT,wpi317371v44r950061.session0,1.2967799674891782,2.031694433157253,270,273.3333333333333,266.6666666666667,7
wpi31736b981907f029,20,RIGHT,wpi31736b981907f029.session0,1.3012926173332175,2.1834061135371177,306,332.1333333333333,279.8666666666667,8
wpi31o73698y5856542,21,RIGHT,wpi31o73698y5856542.session0,1.3287177873352214,2.293577981651376,261.06666666666666,259.93333333333334,262.2,8
wpi3173k7058o133263,21,RIGHT,wpi3173k7058o133263.session0,0.8661702347709174,2.173069460613116,261.25,257.14285714285717,265.35714285714283,7
wpi3m17371307681u83,18,RIGHT,wpi3m17371307681u83.session0,1.5585765001298815,2.885170225043278,234.41176470588235,219.5,242.54545454545453,8
wpi317370722v69f020,20,RIGHT,wpi317370722v69f020.session0,1.3896027259056212,2.1849963583394025,270.32142857142856,291.7857142857143,248.85714285714286,5
wpi3a173888474l1596,18,RIGHT,wpi3a173888474l1596.session0,1.129861664373144,1.7438480914551444,410.41379310344826,406.6666666666667,414.42857142857144,8
wpi3173937086129kn9,19,RIGHT,wpi3173937086129kn9.session0,1.3140137793877407,2.3106546854942236,281.56666666666666,269.93333333333334,293.2,7
wpi3u1739u806730084,18,RIGHT,wpi3u1739u806730084.session0,1.268165615574445,2.2577283779089963,255.6,244.46666666666667,266.73333333333335,6
wpi3u173714z9599322,19,RIGHT,wpi3u173714z9599322.session0,1.3535760014633254,2.2152168356479507,277.0689655172414,267.7857142857143,285.73333333333335,9
wpi3173g938s2005015,21,RIGHT,wpi3173g938s2005015.session0,1.2368484459079592,2.050149818640593,366.6,334.4,398.8,8
wpi317n3720949m5711,19,RIGHT,wpi317n3720949m5711.session0,1.164650527198472,2.1484052222773093,269.60714285714283,267.9230769230769,271.06666666666666,6
wpi3r17402736o26648,19,RIGHT,wpi3r17402736o26648.session0,1.0032326385018393,1.8817398856481147,282.18518518518516,277.0769230769231,286.92857142857144,7
wpi3174112856z695h8,20,RIGHT,wpi3174112856z695h8.session0,1.369619352543579,1.95907705703091,271.6666666666667,240,303.3333333333333,5
wpi3p1741130947m272,18,RIGHT,wpi3p1741130947m272.session0,1.315047905316551,2.428931270241094,224.84615384615384,225.4,224.0909090909091,8
wpi317a411386n46340,18,RIGHT,wpi317a411386n46340.session0,1.3587196273226165,2.6822968408503876,273.61538461538464,281.9230769230769,265.3076923076923,8
wpi3174q114345171e6,20,RIGHT,wpi3174q114345171e6.session0,0.8419280151547043,1.526976586359009,326.55555555555554,360.64285714285717,289.84615384615387,NA
wpi31741j145345g833,21,LEFT,wpi31741j145345g833.session0,1.242338910054663,1.9210876311511749,342.23333333333335,314.53333333333336,369.93333333333334,7
wpi317404z287761u77,21,RIGHT,wpi317404z287761u77.session0,1.2918092311989386,1.5602652450916656,371.2413793103448,389.2142857142857,354.46666666666664,8
wpi3d17404969125a64,19,RIGHT,wpi3d17404969125a64.session0,1.1958198298123084,2.375296912114014,284.41379310344826,308.2142857142857,262.2,7
wpi31b74050994988z5,19,RIGHT,wpi31b74050994988z5.session0,1.1396011396011396,1.6448370392933294,397.73333333333335,396.6,398.8666666666667,9
wpi31740n5134431d29,18,RIGHT,wpi31740n5134431d29.session0,1.245974853962038,2.1848739495798317,281.13793103448273,284.5,278,6
wpi31740l60744q2214,18,RIGHT,wpi31740l60744q2214.session0,1.164884041088637,2.216241886971664,293.3,274.4,312.2,7
wpi31740y6348j96454,21,RIGHT,wpi31740y6348j96454.session0,1.0531312112492213,1.9863340219291274,255.42857142857142,265.6,243.69230769230768,7
wpi31740o670o963433,20,RIGHT,wpi31740o670o963433.session0,1.3757523645743766,2.5512807429329527,282.17857142857144,280.92857142857144,283.42857142857144,5
wpi317d4067556h1763,21,RIGHT,wpi317d4067556h1763.session0,1.3596778079928402,2.3662638384179835,290.9310344827586,283.42857142857144,297.93333333333334,7
wpi3174f0754o308228,22,RIGHT,wpi3174f0754o308228.session0,0.8914090453256738,1.3077365695454306,314.43333333333334,311,317.8666666666667,6
wpi3174w07650k62515,19,RIGHT,wpi3174w07650k62515.session0,1.4155712841253794,2.1497336199644828,258.25,249.92857142857142,266.57142857142856,9
wpi31740768w013j936,19,RIGHT,wpi31740768w013j936.session0,0.8185508286425512,1.71537903279013,348.2758620689655,335.7857142857143,359.93333333333334,6
wpi317uv40784550785,19,RIGHT,wpi317uv40784550785.session0,1.2996624487806638,1.8202502844141069,299.3666666666667,306.6,292.1333333333333,8
wpi317408534167k6d4,19,RIGHT,wpi317408534167k6d4.session0,1.2699938216516784,2.0978434169673577,301.1333333333333,278.8666666666667,323.4,7
wpi3174m106s3399789,17,RIGHT,wpi3174m106s3399789.session0,1.1987149775440729,2.192270217603118,317.17241379310343,307.07142857142856,326.6,7
wpi31740e9698x25230,19,RIGHT,wpi31740e9698x25230.session0,1.1207836273471203,2.033633163863903,258.76666666666665,231,286.53333333333336,7
wpi3174m102p4586049,19,RIGHT,wpi3174m102p4586049.session0,1.3493779921994862,2.0159664543182005,293.13793103448273,288.14285714285717,297.8,8
wpi31c740m971023008,19,RIGHT,wpi31c740m971023008.session0,1.4454487636594908,2.010361091780716,261.39285714285717,258.42857142857144,264.35714285714283,7
wpi31741h03t2290371,22,RIGHT,wpi31741h03t2290371.session0,1.29334451901566,2.438387181050248,268.3,293.4,243.2,6
wpi317w41r036938392,20,RIGHT,wpi317w41r036938392.session0,1.4585527915079814,2.1247662757096717,274.3103448275862,271.7857142857143,276.6666666666667,8
wpi31741w107985a305,19,RIGHT,wpi31741w107985a305.session0,0.8061392212904509,1.7665443674412284,290.5,288.93333333333334,292.06666666666666,6
wpi3174111t3570v689,20,RIGHT,wpi3174111t3570v689.session0,1.1690983913206137,1.9310754604872251,352.48275862068965,323.46666666666664,383.57142857142856,6
wpi3a17284t09865884,20,RIGHT,wpi3a17284t09865884.session0,1.04954423900854,NA,308.93333333333334,313.46666666666664,304.4,NA
wpi3172797r22f23635,20,RIGHT,wpi3172797r22f23635.session0,1.1889638098960877,NA,291.6,304.46666666666664,278.73333333333335,NA
wpi317w33y885538596,18,RIGHT,wpi317w33y885538596.session0,1.0039762744554088,NA,290.1333333333333,286.8666666666667,293.4,NA
wpi31a741040t870750,21,RIGHT,wpi31a741040t870750.session0,1.3100436681222707,NA,444.2413793103448,555.9285714285713,340,NA
wpi3172598r101e0489,26,RIGHT,wpi3172598r101e0489.session0,NA,NA,407.6206896551724,434.66666666666663,378.64285714285717,NA
wpi317d26k247126090,20,RIGHT,wpi317d26k247126090.session1,NA,NA,322.9655172413793,336.6,308.35714285714283,NA
wpi31ch727798885051,20,RIGHT,wpi31ch727798885051.session0,NA,NA,275.37931034482756,288.14285714285717,263.46666666666664,NA
wpi31733882of285814,19,RIGHT,wpi31733882of285814.session0,NA,NA,324.46666666666664,291.06666666666666,357.8666666666667,NA
wpi317j40634150t535,21,RIGHT,wpi317j40634150t535.session0,NA,NA,255.5,244.33333333333334,266.6666666666667,NA
